# BLASTN 2.8.1+
# Query: NR_126253.1 Lactobacillus helsingborgensis strain Bma5N 16S ribosomal RNA gene, partial sequence
# Database: V3V4_primers.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
NR_126253.1	785r2	95.238	21	1	0	752	772	21	1	1.58e-06	36.2
NR_126253.1	341f11	100.000	17	0	0	308	324	1	17	2.05e-05	32.5
NR_126253.1	785r3	90.476	21	2	0	752	772	21	1	7.37e-05	30.7
NR_126253.1	785r1	90.476	21	2	0	752	772	21	1	7.37e-05	30.7
NR_126253.1	341f41	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126253.1	341f31	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126253.1	341f21	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126253.1	341f21	100.000	8	0	0	1366	1373	11	4	2.1	15.9
NR_126253.1	341f12	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126253.1	341f32	88.235	17	2	0	308	324	1	17	0.044	21.4
NR_126253.1	341f22	88.235	17	2	0	308	324	1	17	0.044	21.4
NR_126253.1	341f22	100.000	8	0	0	1366	1373	11	4	2.1	15.9
NR_126253.1	341f22	100.000	8	0	0	488	495	15	8	2.1	15.9
NR_126253.1	341f42	88.235	17	1	1	308	324	1	16	0.16	19.6
NR_126253.1	341f42	100.000	8	0	0	891	898	4	11	2.1	15.9
# BLASTN 2.8.1+
# Query: NR_126252.1 Lactobacillus melliventris strain Hma8N 16S ribosomal RNA gene, partial sequence
# Database: V3V4_primers.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
NR_126252.1	785r2	95.238	21	1	0	752	772	21	1	1.58e-06	36.2
NR_126252.1	341f11	100.000	17	0	0	308	324	1	17	2.05e-05	32.5
NR_126252.1	785r3	90.476	21	2	0	752	772	21	1	7.37e-05	30.7
NR_126252.1	785r1	90.476	21	2	0	752	772	21	1	7.37e-05	30.7
NR_126252.1	341f41	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126252.1	341f31	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126252.1	341f21	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126252.1	341f21	100.000	8	0	0	1366	1373	11	4	2.1	15.9
NR_126252.1	341f12	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126252.1	341f32	88.235	17	2	0	308	324	1	17	0.044	21.4
NR_126252.1	341f22	88.235	17	2	0	308	324	1	17	0.044	21.4
NR_126252.1	341f22	100.000	8	0	0	1366	1373	11	4	2.1	15.9
NR_126252.1	341f22	100.000	8	0	0	488	495	15	8	2.1	15.9
NR_126252.1	341f42	88.235	17	1	1	308	324	1	16	0.16	19.6
NR_126252.1	341f42	100.000	8	0	0	891	898	4	11	2.1	15.9
# BLASTN 2.8.1+
# Query: NR_126251.1 Lactobacillus kullabergensis strain Biut2N 16S ribosomal RNA gene, partial sequence
# Database: V3V4_primers.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
NR_126251.1	785r2	95.238	21	1	0	752	772	21	1	1.58e-06	36.2
NR_126251.1	341f11	100.000	17	0	0	308	324	1	17	2.05e-05	32.5
NR_126251.1	785r3	90.476	21	2	0	752	772	21	1	7.37e-05	30.7
NR_126251.1	785r1	90.476	21	2	0	752	772	21	1	7.37e-05	30.7
NR_126251.1	341f41	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126251.1	341f31	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126251.1	341f21	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126251.1	341f21	100.000	8	0	0	1366	1373	11	4	2.1	15.9
NR_126251.1	341f12	94.118	17	1	0	308	324	1	17	0.001	27.0
NR_126251.1	341f32	88.235	17	2	0	308	324	1	17	0.044	21.4
NR_126251.1	341f22	88.235	17	2	0	308	324	1	17	0.044	21.4
NR_126251.1	341f22	100.000	8	0	0	1366	1373	11	4	2.1	15.9
NR_126251.1	341f22	100.000	8	0	0	488	495	15	8	2.1	15.9
NR_126251.1	341f42	88.235	17	1	1	308	324	1	16	0.16	19.6
NR_126251.1	341f42	100.000	8	0	0	891	898	4	11	2.1	15.9
# BLASTN 2.8.1+
# Query: NR_126250.1 Lactobacillus kimbladii strain Hma2N 16S ribosomal RNA gene, partial sequence
# Database: V3V4_primers.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15 hits found
NR_126250.1	785r2	95.238	21	1	0	751	771	21	1	1.58e-06	36.2
NR_126250.1	341f11	100.000	17	0	0	307	323	1	17	2.05e-05	32.5
NR_126250.1	785r3	90.476	21	2	0	751	771	21	1	7.37e-05	30.7
NR_126250.1	785r1	90.476	21	2	0	751	771	21	1	7.37e-05	30.7
NR_126250.1	341f41	94.118	17	1	0	307	323	1	17	0.001	27.0
NR_126250.1	341f31	94.118	17	1	0	307	323	1	17	0.001	27.0
NR_126250.1	341f21	94.118	17	1	0	307	323	1	17	0.001	27.0
NR_126250.1	341f21	100.000	8	0	0	1365	1372	11	4	2.1	15.9
NR_126250.1	341f12	94.118	17	1	0	307	323	1	17	0.001	27.0
NR_126250.1	341f32	88.235	17	2	0	307	323	1	17	0.044	21.4
NR_126250.1	341f22	88.235	17	2	0	307	323	1	17	0.044	21.4
NR_126250.1	341f22	100.000	8	0	0	1365	1372	11	4	2.1	15.9
NR_126250.1	341f22	100.000	8	0	0	487	494	15	8	2.1	15.9
NR_126250.1	341f42	88.235	17	1	1	307	323	1	16	0.16	19.6
NR_126250.1	341f42	100.000	8	0	0	890	897	4	11	2.1	15.9
# BLASTN 2.8.1+
# Query: NR_126249.1 Lactobacillus mellis strain Hon2N 16S ribosomal RNA gene, partial sequence
# Database: V3V4_primers.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
NR_126249.1	785r2	95.238	21	1	0	749	769	21	1	1.58e-06	36.2
NR_126249.1	341f11	100.000	17	0	0	304	320	1	17	2.05e-05	32.5
NR_126249.1	785r3	90.476	21	2	0	749	769	21	1	7.36e-05	30.7
NR_126249.1	785r1	90.476	21	2	0	749	769	21	1	7.36e-05	30.7
NR_126249.1	341f41	94.118	17	1	0	304	320	1	17	0.001	27.0
NR_126249.1	341f31	94.118	17	1	0	304	320	1	17	0.001	27.0
NR_126249.1	341f21	94.118	17	1	0	304	320	1	17	0.001	27.0
NR_126249.1	341f21	100.000	8	0	0	1363	1370	11	4	2.1	15.9
NR_126249.1	341f12	94.118	17	1	0	304	320	1	17	0.001	27.0
NR_126249.1	341f12	100.000	8	0	0	1275	1282	9	16	2.1	15.9
NR_126249.1	341f32	88.235	17	2	0	304	320	1	17	0.044	21.4
NR_126249.1	341f22	88.235	17	2	0	304	320	1	17	0.044	21.4
NR_126249.1	341f22	100.000	8	0	0	1363	1370	11	4	2.1	15.9
NR_126249.1	341f22	100.000	8	0	0	484	491	15	8	2.1	15.9
NR_126249.1	341f42	88.235	17	1	1	304	320	1	16	0.16	19.6
NR_126249.1	341f42	100.000	8	0	0	888	895	4	11	2.1	15.9
# BLASTN 2.8.1+
# Query: NR_126248.1 Lactobacillus mellifer strain Bin4N 16S ribosomal RNA gene, partial sequence
# Database: V3V4_primers.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
NR_126248.1	785r2	95.238	21	1	0	751	771	21	1	1.58e-06	36.2
NR_126248.1	341f11	100.000	17	0	0	305	321	1	17	2.05e-05	32.5
NR_126248.1	785r3	90.476	21	2	0	751	771	21	1	7.37e-05	30.7
NR_126248.1	785r1	90.476	21	2	0	751	771	21	1	7.37e-05	30.7
NR_126248.1	341f41	94.118	17	1	0	305	321	1	17	0.001	27.0
NR_126248.1	341f31	94.118	17	1	0	305	321	1	17	0.001	27.0
NR_126248.1	341f21	94.118	17	1	0	305	321	1	17	0.001	27.0
NR_126248.1	341f21	100.000	8	0	0	1365	1372	11	4	2.1	15.9
NR_126248.1	341f12	94.118	17	1	0	305	321	1	17	0.001	27.0
NR_126248.1	341f12	100.000	8	0	0	1277	1284	9	16	2.1	15.9
NR_126248.1	341f32	88.235	17	2	0	305	321	1	17	0.044	21.4
NR_126248.1	341f22	88.235	17	2	0	305	321	1	17	0.044	21.4
NR_126248.1	341f22	100.000	8	0	0	1365	1372	11	4	2.1	15.9
NR_126248.1	341f22	100.000	8	0	0	485	492	15	8	2.1	15.9
NR_126248.1	341f42	88.235	17	1	1	305	321	1	16	0.16	19.6
NR_126248.1	341f42	100.000	8	0	0	890	897	4	11	2.1	15.9
# BLASTN 2.8.1+
# Query: NR_126247.1 Lactobacillus apinorum strain Fhon13N 16S ribosomal RNA gene, partial sequence
# Database: V3V4_primers.fasta
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 16 hits found
NR_126247.1	785r2	95.238	21	1	0	761	781	21	1	1.59e-06	36.2
NR_126247.1	341f11	100.000	17	0	0	317	333	1	17	2.06e-05	32.5
NR_126247.1	785r3	90.476	21	2	0	761	781	21	1	7.41e-05	30.7
NR_126247.1	785r1	90.476	21	2	0	761	781	21	1	7.41e-05	30.7
NR_126247.1	341f41	94.118	17	1	0	317	333	1	17	0.001	27.0
NR_126247.1	341f31	94.118	17	1	0	317	333	1	17	0.001	27.0
NR_126247.1	341f21	94.118	17	1	0	317	333	1	17	0.001	27.0
NR_126247.1	341f21	100.000	8	0	0	1375	1382	11	4	2.1	15.9
NR_126247.1	341f12	94.118	17	1	0	317	333	1	17	0.001	27.0
NR_126247.1	341f12	100.000	8	0	0	1287	1294	9	16	2.1	15.9
NR_126247.1	341f32	88.235	17	2	0	317	333	1	17	0.045	21.4
NR_126247.1	341f22	88.235	17	2	0	317	333	1	17	0.045	21.4
NR_126247.1	341f22	100.000	8	0	0	1375	1382	11	4	2.1	15.9
NR_126247.1	341f22	100.000	8	0	0	497	504	15	8	2.1	15.9
NR_126247.1	341f42	88.235	17	1	1	317	333	1	16	0.16	19.6
